station_id,name,lat,lng,trips_ended,trips_started,trips_total,fpct_started,fpct_ended,fpct_total
258,DeKalb Ave & Vanderbilt Ave,40.68941,-73.96885,3422,3681,7103,0.3412,0.2779,0.3107
313,Washington Ave & Park Ave,40.6961,-73.96751,3688,3254,6942,0.3377,0.3338,0.3356
241,DeKalb Ave & S Portland Ave,40.68981,-73.97493,3243,3452,6695,0.3259,0.3213,0.3237
322,Clinton St & Tillary St,40.69619,-73.99122,3090,3586,6676,0.2883,0.334,0.3095
481,S 3 St & Bedford Ave,40.7126,-73.96264,3521,3013,6534,0.303,0.2866,0.2942
460,S 4 St & Wythe Ave,40.71286,-73.9659,3497,3008,6505,0.2011,0.2165,0.2094
419,Carlton Ave & Park Ave,40.69581,-73.97356,3243,3229,6472,0.271,0.2661,0.2685
400,Pitt St & Stanton St,40.71926,-73.98178,3230,3203,6433,0.2747,0.2706,0.2726
262,Washington Park,40.69178,-73.97373,3016,3265,6281,0.2818,0.2749,0.2785
389,Broadway & Berry St,40.71045,-73.96525,3201,3010,6211,0.2518,0.2424,0.247
365,Fulton St & Grand Ave,40.68223,-73.96146,3099,2971,6070,0.3093,0.3004,0.3048
418,Front St & Gold St,40.70224,-73.98258,3075,2914,5989,0.3027,0.3356,0.3196
420,Clermont Ave & Lafayette Ave,40.68764,-73.96969,2774,3174,5948,0.3182,0.2873,0.3038
396,Lefferts Pl & Franklin Ave,40.68034,-73.95577,3142,2621,5763,0.2633,0.2616,0.2624
242,Flushing Ave & Carlton Ave,40.69788,-73.9735,2835,2913,5748,0.243,0.2624,0.2526
390,Duffield St & Willoughby St,40.69222,-73.98428,2832,2858,5690,0.1578,0.1677,0.1627
399,Lafayette Ave & St James Pl,40.68852,-73.96476,2669,2836,5505,0.3149,0.2919,0.3037
364,Lafayette Ave & Classon Ave,40.689,-73.96024,2674,2682,5356,0.2483,0.2924,0.2703
354,Emerson Pl & Myrtle Ave,40.69363,-73.96224,2810,2542,5352,0.3088,0.2676,0.2872
373,Willoughby Ave & Walworth St,40.69332,-73.95382,2602,2431,5033,0.269,0.2879,0.2788
120,Lexington Ave & Classon Ave,40.68677,-73.95928,2528,2455,4983,0.2994,0.2911,0.2952
353,S Portland Ave & Hanson Pl,40.6854,-73.97431,2459,2402,4861,0.3518,0.292,0.3215
282,Kent Ave & S 11 St,40.70827,-73.96834,2382,2292,4674,0.2766,0.2926,0.2848
339,Avenue D & E 12 St,40.72581,-73.97422,2268,2364,4632,0.3029,0.3161,0.3094
275,Washington Ave & Greene Ave,40.6865,-73.96563,2301,2264,4565,0.3379,0.3168,0.3273
392,Jay St & Tech Pl,40.69506,-73.98717,2199,2272,4471,0.2518,0.2724,0.2619
232,Cadman Plaza E & Tillary St,40.69598,-73.99015,1794,2480,4274,0.275,0.2547,0.2665
437,Macon St & Nostrand Ave,40.68098,-73.95005,2105,2043,4148,0.3226,0.2926,0.3074
278,Concord St & Bridge St,40.69767,-73.98476,1984,2158,4142,0.3003,0.2671,0.2844
344,Monroe St & Bedford Ave,40.68514,-73.95381,2125,1919,4044,0.3038,0.3012,0.3024
218,Gallatin Pl & Livingston St,40.69028,-73.98707,1968,2068,4036,0.2258,0.2292,0.2275
298,3 Ave & Schermerhorn St,40.68683,-73.97968,2072,1944,4016,0.3025,0.2968,0.2996
397,Fulton St & Clermont Ave,40.68416,-73.96922,1999,1929,3928,0.3027,0.3272,0.3152
216,Columbia Heights & Cranberry St,40.70038,-73.99548,1766,2151,3917,0.3231,0.2973,0.3115
407,Henry St & Poplar St,40.70047,-73.99145,1707,2001,3708,0.2324,0.2156,0.2247
409,DeKalb Ave & Skillman St,40.69065,-73.95643,1742,1726,3468,0.2636,0.2193,0.2413
421,Clermont Ave & Park Ave,40.69573,-73.9713,1698,1719,3417,0.2245,0.2456,0.235
343,Clinton Ave & Flushing Ave,40.69794,-73.96987,1767,1644,3411,0.2853,0.266,0.2753
436,Hancock St & Bedford Ave,40.68217,-73.95399,1596,1736,3332,0.2794,0.3434,0.3101
279,Sands St & Gold St,40.69987,-73.98272,1614,1521,3135,0.3176,0.2745,0.2954
289,Monroe St & Classon Ave,40.68457,-73.95881,1368,1373,2741,0.3481,0.3377,0.3429
144,Nassau St & Navy St,40.6984,-73.98069,1354,1323,2677,0.3175,0.3095,0.3135
245,Myrtle Ave & St Edwards St,40.69327,-73.97704,1181,1447,2628,0.3469,0.3785,0.3611
431,Hanover Pl & Livingston St,40.68865,-73.98263,1073,1111,2184,0.3051,0.3467,0.3255
443,Bedford Ave & S 9th St,40.70853,-73.96409,987,993,1980,0.2618,0.2168,0.2394
372,Franklin Ave & Myrtle Ave,40.69453,-73.95809,891,844,1735,0.2654,0.2604,0.2628
119,Park Ave & St Edwards St,40.69609,-73.97803,844,776,1620,0.3003,0.3092,0.3049
2001,7 Ave & Farragut St,40.69892,-73.97333,866,709,1575,0.2553,0.1882,0.2184
2005,Railroad Ave & Kay Ave,40.70531,-73.971,489,409,898,0.1369,0.135,0.1359
321,Cadman Plaza E & Red Cross Pl,40.69992,-73.98972,309,343,652,0.2915,0.301,0.296
